LOC,CC,PC,Is_Long_Parameter_List
95,11,0,FALSE
61,1,0,FALSE
29,8,0,FALSE
16,2,0,FALSE
27,6,0,FALSE
22,2,0,FALSE
21,5,0,FALSE
15,5,0,FALSE
33,10,1,FALSE
17,5,1,FALSE
42,1,0,FALSE
19,4,1,FALSE
22,5,1,FALSE
42,8,1,FALSE
17,4,0,FALSE
26,6,2,FALSE
87,24,3,FALSE
99,28,3,FALSE
46,11,1,FALSE
31,10,1,FALSE
19,4,2,FALSE
25,8,3,FALSE
68,1,0,FALSE
84,1,0,FALSE
82,1,0,FALSE
60,1,0,FALSE
32,1,0,FALSE
34,4,1,FALSE
21,1,1,FALSE
28,3,1,FALSE
39,6,0,FALSE
22,1,2,FALSE
63,1,0,FALSE
24,3,0,FALSE
38,5,1,FALSE
83,18,0,FALSE
27,2,1,FALSE
46,10,1,FALSE
9,1,3,FALSE
41,4,1,FALSE
22,2,3,FALSE
18,5,1,FALSE
18,6,1,FALSE
21,5,1,FALSE
29,7,1,FALSE
39,7,1,FALSE
25,7,2,FALSE
12,4,0,FALSE
38,9,0,FALSE
41,9,0,FALSE
37,9,2,FALSE
25,5,1,FALSE
29,9,1,FALSE
33,7,2,FALSE
22,5,0,FALSE
28,8,3,FALSE
11,4,1,FALSE
22,7,3,FALSE
10,3,3,FALSE
19,3,2,FALSE
26,7,3,FALSE
22,4,3,FALSE
54,10,1,FALSE
41,10,1,FALSE
47,9,2,FALSE
26,4,4,FALSE
46,4,0,FALSE
73,4,0,FALSE
30,6,0,FALSE
31,1,0,FALSE
60,12,2,FALSE
27,5,1,FALSE
53,10,2,FALSE
47,8,3,FALSE
9,3,0,FALSE
25,4,0,FALSE
62,16,0,FALSE
160,24,0,FALSE
32,6,0,FALSE
49,5,0,FALSE
23,3,0,FALSE
19,3,0,FALSE
28,6,2,FALSE
84,14,2,FALSE
19,5,2,FALSE
37,10,0,FALSE
27,5,2,FALSE
48,9,2,FALSE
178,41,4,FALSE
92,13,4,FALSE
105,25,0,FALSE
20,5,0,FALSE
94,16,0,FALSE
31,9,1,FALSE
42,7,0,FALSE
25,2,0,FALSE
32,2,0,FALSE
52,10,0,FALSE
60,10,0,FALSE
35,5,0,FALSE
25,8,2,FALSE
60,16,0,FALSE
35,6,3,FALSE
21,4,4,FALSE
24,3,3,FALSE
46,8,3,FALSE
22,4,1,FALSE
28,7,1,FALSE
25,6,1,FALSE
21,2,3,FALSE
29,5,1,FALSE
56,7,1,FALSE
52,3,1,FALSE
39,1,0,FALSE
43,5,4,FALSE
17,3,2,FALSE
44,1,0,FALSE
22,1,0,FALSE
40,4,0,FALSE
65,20,0,FALSE
155,18,0,FALSE
44,6,0,FALSE
38,5,0,FALSE
36,5,0,FALSE
46,5,0,FALSE
87,4,0,FALSE
50,1,0,FALSE
104,8,0,FALSE
45,1,0,FALSE
99,11,0,FALSE
98,11,0,FALSE
116,14,0,FALSE
49,1,0,FALSE
74,7,0,FALSE
52,4,0,FALSE
88,7,0,FALSE
64,7,0,FALSE
21,2,0,FALSE
56,8,0,FALSE
60,12,0,FALSE
107,12,0,FALSE
24,5,1,FALSE
56,3,1,FALSE
82,11,0,FALSE
9,3,2,FALSE
58,9,1,FALSE
20,1,2,FALSE
92,11,4,FALSE
130,20,4,FALSE
149,21,4,FALSE
49,6,0,FALSE
124,15,4,FALSE
38,6,2,FALSE
19,3,1,FALSE
4,2,1,FALSE
30,6,3,FALSE
66,14,2,FALSE
27,10,1,FALSE
17,8,3,FALSE
74,20,1,FALSE
25,8,1,FALSE
31,7,2,FALSE
33,9,1,FALSE
31,10,3,FALSE
74,22,1,FALSE
7,1,2,FALSE
3,2,2,FALSE
10,1,2,FALSE
14,1,1,FALSE
25,3,2,FALSE
10,5,2,FALSE
28,6,0,FALSE
73,1,1,FALSE
171,34,1,FALSE
34,8,1,FALSE
49,10,3,FALSE
49,13,2,FALSE
32,8,0,FALSE
33,9,4,FALSE
28,7,0,FALSE
0,1,1,FALSE
19,3,3,FALSE
27,9,3,FALSE
60,18,0,FALSE
15,4,4,FALSE
38,8,4,FALSE
34,7,1,FALSE
37,11,1,FALSE
37,8,1,FALSE
23,7,2,FALSE
5,1,4,FALSE
18,5,2,FALSE
52,13,2,FALSE
48,14,3,FALSE
31,8,2,FALSE
24,6,2,FALSE
26,7,1,FALSE
29,4,0,FALSE
40,9,1,FALSE
38,10,1,FALSE
59,14,2,FALSE
65,15,2,FALSE
0,1,0,FALSE
22,8,1,FALSE
34,10,2,FALSE
22,10,2,FALSE
75,14,4,FALSE
78,9,1,FALSE
120,14,0,FALSE
33,6,4,FALSE
45,8,1,FALSE
30,10,1,FALSE
7,3,2,FALSE
76,26,2,FALSE
55,16,2,FALSE
13,2,1,FALSE
82,21,2,FALSE
40,13,3,FALSE
45,13,1,FALSE
41,12,2,FALSE
40,14,2,FALSE
28,10,2,FALSE
21,4,2,FALSE
32,12,2,FALSE
22,6,2,FALSE
52,14,1,FALSE
38,9,1,FALSE
15,3,3,FALSE
21,7,3,FALSE
25,6,2,FALSE
48,13,1,FALSE
70,13,2,FALSE
70,18,1,FALSE
48,11,2,FALSE
65,14,1,FALSE
63,14,1,FALSE
33,8,1,FALSE
34,7,2,FALSE
37,7,2,FALSE
11,3,3,FALSE
15,5,2,FALSE
42,6,2,FALSE
83,12,2,FALSE
21,6,1,FALSE
20,6,1,FALSE
54,9,0,FALSE
96,14,1,FALSE
101,2,1,FALSE
23,8,2,FALSE
33,11,4,FALSE
25,11,3,FALSE
12,6,1,FALSE
31,11,0,FALSE
23,9,0,FALSE
12,3,3,FALSE
40,10,0,FALSE
16,4,2,FALSE
24,7,2,FALSE
45,14,3,FALSE
80,10,1,FALSE
35,15,3,FALSE
117,7,3,FALSE
10,4,1,FALSE
202,54,1,FALSE
101,13,0,FALSE
26,1,0,FALSE
28,4,0,FALSE
20,6,2,FALSE
25,5,4,FALSE
37,1,0,FALSE
33,1,0,FALSE
28,1,0,FALSE
29,7,4,FALSE
37,2,0,FALSE
30,2,0,FALSE
5,3,1,FALSE
73,19,1,FALSE
3,2,1,FALSE
69,9,1,FALSE
78,8,0,FALSE
55,1,1,FALSE
31,2,1,FALSE
30,10,2,FALSE
91,41,0,FALSE
10,5,1,FALSE
54,9,2,FALSE
29,7,3,FALSE
20,13,2,FALSE
13,7,0,FALSE
93,27,2,FALSE
17,10,2,FALSE
62,17,2,FALSE
31,6,1,FALSE
19,2,3,FALSE
7,4,1,FALSE
8,6,1,FALSE
32,2,2,FALSE
96,8,4,FALSE
4,2,0,FALSE
24,11,1,FALSE
32,17,1,FALSE
92,19,3,FALSE
15,2,4,FALSE
16,5,4,FALSE
71,3,2,FALSE
56,12,1,FALSE
96,31,0,FALSE
27,3,2,FALSE
42,21,1,FALSE
18,9,2,FALSE
28,3,2,FALSE
6,3,0,FALSE
13,1,1,FALSE
53,16,1,FALSE
41,6,2,FALSE
43,10,1,FALSE
44,9,1,FALSE
26,3,2,FALSE
63,10,1,FALSE
44,1,1,FALSE
14,3,3,FALSE
15,8,1,FALSE
4,3,1,FALSE
4,3,2,FALSE
62,6,0,FALSE
16,9,1,FALSE
25,8,0,FALSE
44,12,4,FALSE
12,5,0,FALSE
14,5,1,FALSE
14,5,2,FALSE
45,9,3,FALSE
78,13,2,FALSE
32,6,2,FALSE
84,15,2,FALSE
17,8,1,FALSE
9,4,2,FALSE
7,4,0,FALSE
19,9,0,FALSE
72,21,1,FALSE
12,1,3,FALSE
42,12,1,FALSE
34,7,3,FALSE
15,8,4,FALSE
50,19,2,FALSE
18,1,3,FALSE
38,17,1,FALSE
34,13,1,FALSE
73,24,1,FALSE
32,11,1,FALSE
62,17,1,FALSE
60,11,0,FALSE
39,11,1,FALSE
48,18,1,FALSE
11,2,2,FALSE
24,3,2,FALSE
9,6,1,FALSE
70,25,1,FALSE
8,4,1,FALSE
17,12,1,FALSE
14,10,1,FALSE
7,3,1,FALSE
29,3,2,FALSE
91,18,1,FALSE
14,2,1,FALSE
44,18,1,FALSE
85,4,1,FALSE
28,5,1,FALSE
24,2,2,FALSE
18,2,2,FALSE
45,11,2,FALSE
61,21,1,FALSE
9,1,4,FALSE
12,2,3,FALSE
17,2,3,FALSE
20,11,1,FALSE
22,2,2,FALSE
15,1,2,FALSE
41,3,3,FALSE
16,6,0,FALSE
8,5,0,FALSE
41,4,2,FALSE
48,8,2,FALSE
19,6,1,FALSE
44,7,2,FALSE
9,4,0,FALSE
16,2,2,FALSE
38,3,2,FALSE
7,3,0,FALSE
17,6,0,FALSE
45,6,2,FALSE
22,7,0,FALSE
47,8,2,FALSE
50,10,2,FALSE
26,9,2,FALSE
43,10,0,FALSE
59,14,1,FALSE
43,2,4,FALSE
10,7,1,FALSE
58,23,0,FALSE
37,13,0,FALSE
73,32,0,FALSE
26,6,0,FALSE
15,10,0,FALSE
13,5,0,FALSE
3,2,0,FALSE
6,4,1,FALSE
62,18,0,FALSE
31,7,0,FALSE
11,5,1,FALSE
33,16,1,FALSE
18,7,0,FALSE
74,21,1,FALSE
35,11,1,FALSE
38,1,4,FALSE
143,7,1,FALSE
54,1,0,FALSE
42,10,3,FALSE
83,12,0,FALSE
11,6,2,FALSE
124,73,1,FALSE
20,8,0,FALSE
64,26,0,FALSE
70,25,0,FALSE
76,33,0,FALSE
12,7,0,FALSE
50,16,0,FALSE
93,26,1,FALSE
20,9,1,FALSE
93,3,0,FALSE
19,1,1,FALSE
46,5,2,FALSE
48,5,3,FALSE
20,4,1,FALSE
28,2,2,FALSE
41,5,2,FALSE
117,14,0,FALSE
28,3,0,FALSE
11,7,1,FALSE
12,5,1,FALSE
91,30,0,FALSE
15,8,0,FALSE
36,16,0,FALSE
56,13,0,FALSE
187,54,0,FALSE
106,42,0,FALSE
59,19,0,FALSE
39,5,0,FALSE
32,7,2,FALSE
60,14,2,FALSE
61,18,2,FALSE
26,12,1,FALSE
22,7,1,FALSE
71,14,1,FALSE
77,21,2,FALSE
54,5,0,FALSE
41,3,2,FALSE
15,2,2,FALSE
155,35,0,FALSE
11,7,0,FALSE
9,4,1,FALSE
24,9,1,FALSE
96,7,2,FALSE
55,13,0,FALSE
17,9,1,FALSE
19,7,0,FALSE
27,9,1,FALSE
43,12,2,FALSE
60,15,1,FALSE
74,8,0,FALSE
21,11,1,FALSE
10,8,1,FALSE
16,7,1,FALSE
26,1,2,FALSE
39,4,0,FALSE
18,6,2,FALSE
43,10,2,FALSE
27,8,3,FALSE
32,10,3,FALSE
17,4,4,FALSE
57,19,2,FALSE
27,11,0,FALSE
46,6,1,FALSE
93,29,4,FALSE
65,17,2,FALSE
14,8,1,FALSE
32,17,4,FALSE
4,1,4,FALSE
24,10,2,FALSE
12,7,1,FALSE
162,22,2,FALSE
68,13,3,FALSE
83,12,1,FALSE
15,7,0,FALSE
45,10,0,FALSE
119,32,1,FALSE
25,10,1,FALSE
57,19,1,FALSE
18,7,1,FALSE
30,5,1,FALSE
21,15,1,FALSE
30,21,0,FALSE
38,14,0,FALSE
65,31,0,FALSE
56,25,1,FALSE
37,26,2,FALSE
67,20,1,FALSE
41,18,1,FALSE
67,19,1,FALSE
32,7,4,FALSE
65,24,4,FALSE
54,7,3,FALSE
38,4,2,FALSE
8,4,0,FALSE
41,9,2,FALSE
190,51,2,FALSE
33,4,2,FALSE
99,28,2,FALSE
268,80,2,FALSE
55,15,4,FALSE
33,2,1,FALSE
57,7,0,FALSE
20,7,1,FALSE
86,21,0,FALSE
76,22,0,FALSE
41,21,1,FALSE
23,15,0,FALSE
6,5,0,FALSE
18,10,0,FALSE
104,45,0,FALSE
29,9,0,FALSE
45,6,0,FALSE
29,11,0,FALSE
102,30,0,FALSE
99,15,0,FALSE
15,4,0,FALSE
106,34,4,FALSE
85,25,0,FALSE
63,17,0,FALSE
43,8,0,FALSE
24,13,1,FALSE
35,16,4,FALSE
25,3,4,FALSE
22,1,1,FALSE
57,16,0,FALSE
97,15,1,FALSE
212,82,0,FALSE
31,15,1,FALSE
10,2,4,FALSE
37,8,0,FALSE
43,17,0,FALSE
19,6,2,FALSE
41,13,3,FALSE
64,23,1,FALSE
59,29,1,FALSE
140,40,2,FALSE
36,9,0,FALSE
103,27,0,FALSE
18,9,0,FALSE
33,14,0,FALSE
161,28,0,FALSE
71,20,0,FALSE
47,6,0,FALSE
23,2,1,FALSE
11,1,3,FALSE
24,4,0,FALSE
6,3,1,FALSE
112,22,1,FALSE
35,2,2,FALSE
21,1,2,FALSE
15,6,0,FALSE
64,14,2,FALSE
37,6,4,FALSE
25,4,1,FALSE
58,14,1,FALSE
16,6,1,FALSE
42,11,2,FALSE
30,9,1,FALSE
18,2,3,FALSE
8,2,4,FALSE
24,7,4,FALSE
41,9,4,FALSE
24,3,4,FALSE
26,7,4,FALSE
29,3,1,FALSE
28,4,4,FALSE
20,7,4,FALSE
43,29,2,FALSE
10,6,3,FALSE
6,3,3,FALSE
39,1,2,FALSE
28,11,2,FALSE
33,1,1,FALSE
17,2,2,FALSE
81,2,2,FALSE
18,8,1,FALSE
64,12,4,FALSE
16,1,4,FALSE
15,1,4,FALSE
35,9,3,FALSE
7,2,3,FALSE
8,6,3,FALSE
10,4,0,FALSE
48,5,2,FALSE
109,10,3,FALSE
95,6,4,FALSE
59,5,3,FALSE
129,10,4,FALSE
121,10,4,FALSE
25,5,3,FALSE
39,11,4,FALSE
137,45,2,FALSE
32,9,4,FALSE
42,11,4,FALSE
4,2,2,FALSE
52,25,3,FALSE
23,10,0,FALSE
13,10,1,FALSE
9,2,2,FALSE
30,3,3,FALSE
6,4,2,FALSE
74,15,0,FALSE
60,19,0,FALSE
22,6,4,FALSE
12,6,3,FALSE
7,1,4,FALSE
62,11,1,FALSE
15,3,2,FALSE
66,11,3,FALSE
11,2,3,FALSE
7,5,2,FALSE
24,2,3,FALSE
9,7,2,FALSE
27,9,2,FALSE
5,4,2,FALSE
8,5,1,FALSE
25,2,3,FALSE
15,6,1,FALSE
10,8,2,FALSE
18,8,0,FALSE
20,5,3,FALSE
38,3,1,FALSE
41,3,1,FALSE
4,2,3,FALSE
25,5,2,FALSE
42,11,3,FALSE
13,2,2,FALSE
6,5,2,FALSE
28,5,0,FALSE
34,9,3,FALSE
97,19,2,FALSE
46,22,2,FALSE
45,14,0,FALSE
96,28,3,FALSE
49,14,1,FALSE
29,12,0,FALSE
10,6,2,FALSE
17,10,3,FALSE
10,11,1,FALSE
28,12,2,FALSE
75,1,3,FALSE
19,8,1,FALSE
12,10,2,FALSE
71,1,3,FALSE
47,16,1,FALSE
26,11,0,FALSE
30,7,0,FALSE
185,43,3,FALSE
80,22,2,FALSE
273,77,3,FALSE
291,84,3,FALSE
128,34,2,FALSE
60,15,2,FALSE
30,11,0,FALSE
156,38,1,FALSE
12,3,4,FALSE
37,13,2,FALSE
12,10,1,FALSE
84,25,1,FALSE
14,8,3,FALSE
41,12,3,FALSE
55,7,2,FALSE
38,9,3,FALSE
11,4,2,FALSE
43,10,3,FALSE
33,6,2,FALSE
15,4,3,FALSE
12,5,2,FALSE
26,1,1,FALSE
51,10,0,FALSE
29,7,2,FALSE
42,9,1,FALSE
59,2,1,FALSE
33,5,1,FALSE
41,2,1,FALSE
36,6,1,FALSE
46,8,2,FALSE
13,5,2,FALSE
26,6,3,FALSE
50,12,3,FALSE
65,8,2,FALSE
8,5,2,FALSE
33,2,2,FALSE
42,8,2,FALSE
43,6,2,FALSE
13,6,0,FALSE
34,6,2,FALSE
47,7,2,FALSE
70,5,3,FALSE
44,16,1,FALSE
116,65,1,FALSE
72,25,1,FALSE
13,8,0,FALSE
18,7,3,FALSE
24,10,1,FALSE
37,5,2,FALSE
31,5,0,FALSE
25,9,0,FALSE
71,10,2,FALSE
13,4,2,FALSE
60,7,3,FALSE
19,10,2,FALSE
24,4,2,FALSE
63,11,2,FALSE
23,4,0,FALSE
12,5,3,FALSE
14,6,1,FALSE
20,2,0,FALSE
34,2,0,FALSE
50,12,2,FALSE
20,3,4,FALSE
69,1,2,FALSE
48,1,2,FALSE
42,1,2,FALSE
41,1,2,FALSE
15,14,2,FALSE
46,7,3,FALSE
22,9,4,FALSE
14,9,1,FALSE
5,3,3,FALSE
16,3,3,FALSE
20,8,1,FALSE
29,8,2,FALSE
33,11,1,FALSE
16,1,2,FALSE
82,2,2,FALSE
23,11,1,FALSE
22,9,1,FALSE
119,14,3,FALSE
16,7,0,FALSE
9,10,2,FALSE
60,2,3,FALSE
29,3,0,FALSE
17,9,2,FALSE
16,11,3,FALSE
84,12,2,FALSE
91,13,2,FALSE
54,12,3,FALSE
41,7,2,FALSE
44,13,2,FALSE
23,10,1,FALSE
36,3,3,FALSE
19,9,3,FALSE
7,3,4,FALSE
26,2,3,FALSE
24,9,2,FALSE
8,7,1,FALSE
79,10,1,FALSE
19,4,3,FALSE
13,3,4,FALSE
19,4,4,FALSE
23,3,1,FALSE
43,6,1,FALSE
70,13,1,FALSE
69,16,1,FALSE
56,20,1,FALSE
8,3,2,FALSE
9,5,2,FALSE
7,4,2,FALSE
17,1,4,FALSE
18,8,4,FALSE
45,8,3,FALSE
113,23,4,FALSE
183,72,3,FALSE
179,58,3,FALSE
24,5,3,FALSE
30,15,2,FALSE
65,26,4,FALSE
25,7,1,FALSE
24,2,0,FALSE
11,1,2,FALSE
25,2,2,FALSE
23,5,2,FALSE
29,5,3,FALSE
24,8,0,FALSE
70,15,3,FALSE
18,5,3,FALSE
78,11,3,FALSE
12,6,0,FALSE
22,3,1,FALSE
223,41,2,FALSE
43,6,0,FALSE
63,11,0,FALSE
40,3,0,FALSE
27,10,3,FALSE
86,13,3,FALSE
49,12,1,FALSE
45,8,4,FALSE
18,7,4,FALSE
23,2,4,FALSE
85,12,1,FALSE
33,6,0,FALSE
32,10,2,FALSE
45,4,0,FALSE
11,9,1,FALSE
40,19,1,FALSE
56,22,1,FALSE
40,6,2,FALSE
100,21,2,FALSE
77,12,3,FALSE
31,4,4,FALSE
34,14,2,FALSE
45,5,0,FALSE
80,17,1,FALSE
117,25,4,FALSE
39,7,3,FALSE
39,6,3,FALSE
48,7,3,FALSE
15,2,3,FALSE
34,3,3,FALSE
64,8,3,FALSE
14,3,2,FALSE
59,10,3,FALSE
46,9,1,FALSE
12,9,0,FALSE
28,10,1,FALSE
66,24,1,FALSE
13,6,1,FALSE
49,14,2,FALSE
10,2,3,FALSE
62,14,1,FALSE
10,5,3,FALSE
27,5,3,FALSE
30,14,3,FALSE
33,14,4,FALSE
33,9,3,FALSE
7,4,3,FALSE
17,4,3,FALSE
54,25,1,FALSE
27,6,4,FALSE
89,7,0,FALSE
45,2,1,FALSE
56,2,1,FALSE
31,29,2,FALSE
44,14,0,FALSE
39,22,1,FALSE
140,37,0,FALSE
42,5,3,FALSE
48,11,3,FALSE
38,10,2,FALSE
21,6,4,FALSE
64,11,4,FALSE
81,27,1,FALSE
61,12,4,FALSE
119,26,1,FALSE
25,14,1,FALSE
58,12,0,FALSE
138,14,1,FALSE
79,32,1,FALSE
56,25,4,FALSE
76,8,0,FALSE
66,11,4,FALSE
135,35,1,FALSE
43,18,2,FALSE
47,8,0,FALSE
28,16,1,FALSE
54,12,4,FALSE
21,13,0,FALSE
54,25,3,FALSE
26,10,4,FALSE
57,8,1,FALSE
22,13,0,FALSE
35,7,1,FALSE
20,4,3,FALSE
46,4,3,FALSE
19,1,2,FALSE
38,8,3,FALSE
80,13,3,FALSE
88,18,2,FALSE
60,15,3,FALSE
44,13,1,FALSE
131,27,1,FALSE
50,14,1,FALSE
57,14,0,FALSE
146,26,2,FALSE
64,17,0,FALSE
152,21,3,FALSE
107,16,1,FALSE
14,6,3,FALSE
33,12,1,FALSE
7,9,1,FALSE
53,6,1,FALSE
186,45,1,FALSE
69,24,2,FALSE
98,12,1,FALSE
60,10,1,FALSE
90,6,1,FALSE
70,14,1,FALSE
16,1,1,FALSE
17,1,2,FALSE
29,2,1,FALSE
41,12,0,FALSE
33,4,4,FALSE
78,10,1,FALSE
36,1,2,FALSE
37,2,2,FALSE
27,1,2,FALSE
51,6,2,FALSE
46,10,4,FALSE
267,73,1,FALSE
40,19,3,FALSE
54,14,2,FALSE
23,4,4,FALSE
51,19,1,FALSE
55,10,2,FALSE
88,11,1,FALSE
57,14,1,FALSE
29,1,2,FALSE
34,6,4,FALSE
47,5,1,FALSE
24,3,1,FALSE
45,17,2,FALSE
43,2,0,FALSE
67,17,1,FALSE
87,12,0,FALSE
36,12,1,FALSE
95,1,0,FALSE
18,6,0,FALSE
22,7,2,FALSE
84,2,0,FALSE
83,4,0,FALSE
46,2,0,FALSE
31,7,1,FALSE
30,7,1,FALSE
40,7,1,FALSE
36,7,1,FALSE
32,7,1,FALSE
53,9,1,FALSE
64,2,3,FALSE
65,2,3,FALSE
52,1,0,FALSE
26,2,2,FALSE
30,7,2,FALSE
56,14,1,FALSE
86,5,2,FALSE
10,4,2,FALSE
22,9,2,FALSE
102,25,2,FALSE
46,16,1,FALSE
81,16,1,FALSE
62,14,2,FALSE
259,52,2,FALSE
117,28,3,FALSE
25,6,3,FALSE
31,9,2,FALSE
59,13,2,FALSE
29,8,3,FALSE
74,19,2,FALSE
52,10,3,FALSE
192,42,2,FALSE
88,20,2,FALSE
117,28,2,FALSE
55,11,2,FALSE
131,23,0,FALSE
96,22,2,FALSE
34,12,1,FALSE
112,28,3,FALSE
30,9,3,FALSE
32,9,2,FALSE
79,14,2,FALSE
50,10,3,FALSE
131,31,2,FALSE
41,10,2,FALSE
34,9,2,FALSE
35,9,2,FALSE
131,28,2,FALSE
58,2,0,FALSE
72,19,2,FALSE
43,11,3,FALSE
39,13,2,FALSE
83,27,1,FALSE
40,10,1,FALSE
53,11,1,FALSE
92,11,2,FALSE
50,13,2,FALSE
44,11,1,FALSE
86,12,4,FALSE
27,6,1,FALSE
40,12,1,FALSE
50,6,2,FALSE
66,5,3,FALSE
24,2,1,FALSE
34,5,1,FALSE
51,4,2,FALSE
45,4,1,FALSE
59,13,0,FALSE
66,19,0,FALSE
63,8,2,FALSE
35,3,1,FALSE
49,11,3,FALSE
60,7,2,FALSE
36,7,0,FALSE
60,13,1,FALSE
37,12,1,FALSE
52,17,1,FALSE
30,5,3,FALSE
48,8,0,FALSE
126,1,0,FALSE
51,12,1,FALSE
50,12,1,FALSE
30,1,1,FALSE
16,2,3,FALSE
124,1,0,FALSE
79,2,0,FALSE
15,3,4,FALSE
72,18,2,FALSE
48,1,4,FALSE
89,1,0,FALSE
58,7,0,FALSE
21,2,1,FALSE
34,3,2,FALSE
50,13,1,FALSE
21,4,0,FALSE
45,6,3,FALSE
116,10,3,FALSE
19,3,4,FALSE
38,4,0,FALSE
75,6,0,FALSE
73,16,1,FALSE
66,1,0,FALSE
25,3,0,FALSE
56,2,0,FALSE
72,1,0,FALSE
37,5,0,FALSE
85,17,1,FALSE
40,13,0,FALSE
47,1,0,FALSE
48,10,0,FALSE
69,11,0,FALSE
27,8,1,FALSE
12,4,4,FALSE
45,2,0,FALSE
27,7,0,FALSE
80,2,0,FALSE
31,4,1,FALSE
58,14,2,FALSE
2,1,1,FALSE
80,16,1,FALSE
111,23,1,FALSE
35,9,1,FALSE
111,24,2,FALSE
45,9,2,FALSE
99,1,0,FALSE
145,2,0,FALSE
38,11,2,FALSE
36,9,4,FALSE
8,2,3,FALSE
35,11,3,FALSE
60,20,2,FALSE
280,2,0,FALSE
81,23,1,FALSE
40,8,4,FALSE
36,9,1,FALSE
33,10,2,FALSE
45,12,2,FALSE
47,13,2,FALSE
28,7,2,FALSE
11,3,2,FALSE
26,7,2,FALSE
39,10,1,FALSE
41,13,2,FALSE
47,16,2,FALSE
47,13,1,FALSE
43,13,2,FALSE
35,10,2,FALSE
52,15,2,FALSE
57,14,2,FALSE
41,11,1,FALSE
17,2,4,FALSE
13,1,4,FALSE
57,16,2,FALSE
115,25,2,FALSE
37,9,3,FALSE
36,7,4,FALSE
21,4,3,FALSE
72,16,1,FALSE
55,16,1,FALSE
56,18,1,FALSE
43,13,1,FALSE
21,2,4,FALSE
18,2,4,FALSE
17,6,1,FALSE
74,8,4,FALSE
43,14,1,FALSE
25,7,4,FALSE
37,9,1,FALSE
35,8,4,FALSE
62,12,4,FALSE
16,2,4,FALSE
13,2,4,FALSE
69,12,1,FALSE
23,8,1,FALSE
73,21,2,FALSE
66,19,2,FALSE
101,22,1,FALSE
37,4,4,FALSE
24,1,4,FALSE
75,25,1,FALSE
179,36,2,FALSE
62,8,1,FALSE
95,21,0,FALSE
45,8,0,FALSE
46,8,4,FALSE
54,12,1,FALSE
49,6,1,FALSE
42,5,1,FALSE
34,6,0,FALSE
28,4,3,FALSE
83,20,1,FALSE
43,11,2,FALSE
65,11,1,FALSE
70,14,0,FALSE
71,15,1,FALSE
34,3,4,FALSE
68,11,1,FALSE
46,8,1,FALSE
69,13,1,FALSE
37,7,1,FALSE
45,7,1,FALSE
54,2,0,FALSE
39,12,1,FALSE
63,9,4,FALSE
65,15,1,FALSE
46,15,1,FALSE
54,10,3,FALSE
63,2,2,FALSE
66,17,1,FALSE
54,3,0,FALSE
75,10,1,FALSE
15,1,3,FALSE
36,10,4,FALSE
26,4,3,FALSE
26,2,1,FALSE
55,3,3,FALSE
34,1,2,FALSE
41,11,0,FALSE
53,13,1,FALSE
50,7,0,FALSE
43,9,1,FALSE
70,9,2,FALSE
40,8,1,FALSE
51,13,1,FALSE
80,19,1,FALSE
46,12,2,FALSE
59,16,3,FALSE
38,7,2,FALSE
52,15,1,FALSE
56,13,1,FALSE
23,5,1,FALSE
57,13,2,FALSE
82,76,1,FALSE
82,19,0,FALSE
55,5,0,FALSE
24,1,3,FALSE
14,1,4,FALSE
49,8,1,FALSE
49,12,0,FALSE
47,15,2,FALSE
25,4,3,FALSE
27,4,3,FALSE
24,4,3,FALSE
22,3,3,FALSE
49,9,2,FALSE
23,7,1,FALSE
23,6,2,FALSE
38,8,1,FALSE
37,10,2,FALSE
39,13,1,FALSE
30,8,4,FALSE
10,4,4,FALSE
14,4,4,FALSE
175,58,1,FALSE
66,8,3,FALSE
27,3,3,FALSE
34,5,3,FALSE
74,14,2,FALSE
35,12,1,FALSE
25,4,2,FALSE
47,12,1,FALSE
40,11,1,FALSE
62,15,1,FALSE
68,16,1,FALSE
94,32,2,FALSE
33,11,2,FALSE
20,7,3,FALSE
17,5,2,FALSE
17,5,3,FALSE
64,20,2,FALSE
16,3,4,FALSE
37,10,4,FALSE
68,18,1,FALSE
41,12,1,FALSE
55,13,1,FALSE
36,7,2,FALSE
35,10,3,FALSE
67,19,2,FALSE
26,5,2,FALSE
120,40,1,FALSE
156,45,3,FALSE
183,48,1,FALSE
66,22,1,FALSE
103,12,3,FALSE
33,9,2,FALSE
127,17,2,FALSE
51,9,3,FALSE
55,12,1,FALSE
18,1,1,FALSE
17,1,1,FALSE
113,37,3,FALSE
171,29,3,FALSE
39,11,0,FALSE
59,12,1,FALSE
42,9,0,FALSE
97,32,3,FALSE
26,9,3,FALSE
86,15,3,FALSE
132,27,3,FALSE
58,5,2,FALSE
86,18,1,FALSE
79,18,0,FALSE
48,1,0,FALSE
131,10,0,FALSE
50,7,3,FALSE
34,11,2,FALSE
59,12,2,FALSE
35,11,4,FALSE
37,8,2,FALSE
40,8,2,FALSE
17,11,1,FALSE
54,12,2,FALSE
30,16,1,FALSE
89,20,4,FALSE
87,1,1,FALSE
347,117,0,FALSE
92,19,1,FALSE
39,8,1,FALSE
31,5,1,FALSE
26,4,1,FALSE
27,4,1,FALSE
155,33,1,FALSE
28,4,1,FALSE
79,19,1,FALSE
415,91,1,FALSE
176,119,1,FALSE
72,18,1,FALSE
597,137,0,FALSE
109,52,0,FALSE
80,11,0,FALSE
106,66,0,FALSE
57,12,0,FALSE
