NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,Is_Feature_Envy
1,0,2,1,37,3,0,3,1,1,2,FALSE
8,0,24,22,237,41,0,1,0.333333333,1,6,FALSE
2,0,13,5,113,23,0,1,1,0,5,FALSE
3,0,12,4,139,30,0,1,1,1,4,FALSE
1,0,3,1,26,5,0,2,1,1,1,FALSE
1,0,8,2,59,12,0,1,1,1,3,FALSE
5,0,14,7,136,19,8,1,0,3,2,FALSE
0,0,3,1,22,5,0,2,-1,0,1,FALSE
0,0,4,2,61,11,1,2,-1,1,2,FALSE
2,0,10,4,82,14,0,1,1,1,5,FALSE
0,0,3,1,20,3,0,0,-1,0,1,FALSE
0,0,3,1,30,5,0,1,-1,1,1,FALSE
1,0,11,4,105,20,0,1,0.909090909,0,4,FALSE
0,0,3,1,20,3,0,1,-1,0,1,FALSE
0,0,3,1,31,7,0,1,-1,1,1,FALSE
4,0,7,5,91,11,0,1,0,0,3,FALSE
1,0,7,6,50,9,0,1,0.285714286,0,2,FALSE
4,0,8,7,125,15,0,1,0,0,4,FALSE
43,0,109,23,2273,476,0,0,0.027522936,6,9,FALSE
1,0,4,4,32,8,0,0,0.75,0,5,FALSE
5,3,5,3,68,9,0,0,0,3,1,FALSE
7,1,19,8,223,42,1,0,0.105263158,2,4,FALSE
1,0,2,1,38,6,0,0,0,1,2,FALSE
32,31,31,31,232,31,0,1,0.290322581,10,1,FALSE
5,0,6,4,74,9,0,0,0.5,0,5,FALSE
7,0,14,10,163,23,0,0,0.571428571,0,13,FALSE
8,8,78,60,2388,568,0,1,0.192307692,1,0,FALSE
15,15,0,0,80,0,0,0,-1,2,0,FALSE
0,0,44,0,203,44,1,0,-1,3,0,FALSE
152,0,0,0,154,0,2,0,-1,0,0,FALSE
10,0,11,10,133,17,0,0,0.727272727,0,5,FALSE
12,0,57,13,1256,259,0,0,0.140350877,1,13,FALSE
11,11,0,0,17,0,0,0,-1,1,0,FALSE
4,1,12,9,111,18,0,0,0.583333333,0,12,FALSE
14,0,38,11,542,112,0,0,0.078947368,1,16,FALSE
0,0,1,1,11,2,0,0,-1,21,1,FALSE
44,44,0,0,49,0,0,0,-1,3,0,FALSE
17,17,0,0,6,0,0,0,-1,1,0,FALSE
13,13,0,0,18,0,0,0,-1,1,0,FALSE
166,166,1,1,239,21,0,0,0,7,1,FALSE
1,1,1,0,7,1,0,0,-1,3,0,FALSE
10,10,5,3,1063,305,0,0,0.4,2,3,FALSE
2,2,3,3,18,3,0,0,0,2,0,FALSE
3,3,1,1,22,3,0,1,0,2,1,FALSE
0,0,1,1,27,4,0,1,-1,0,0,FALSE
6,6,1,1,51,10,0,1,0,0,2,FALSE
1,1,1,1,18,2,0,1,0,0,1,FALSE
2,2,1,1,13,2,0,1,0,0,1,FALSE
0,0,1,1,26,4,0,1,-1,1,0,FALSE
4,4,1,1,46,7,0,1,0,0,3,FALSE
0,0,1,1,17,2,0,1,-1,0,0,FALSE
3,3,1,1,28,5,0,1,0,0,1,FALSE
1,1,1,1,26,4,0,1,0,1,1,FALSE
2,2,1,1,27,4,0,1,0,0,0,FALSE
4,4,0,0,9,0,14,0,-1,0,2,FALSE
2,2,1,1,29,4,0,1,0,1,2,FALSE
6,6,2,2,48,8,0,1,1,0,2,FALSE
3,3,1,1,18,2,0,0,0,2,1,FALSE
2,2,1,1,31,4,0,1,0,1,1,FALSE
3,3,1,1,17,3,0,1,0,1,1,FALSE
4,4,1,1,30,6,0,3,0,1,3,FALSE
1,1,2,2,13,2,0,2,1,2,1,FALSE
3,0,3,3,56,14,0,2,0.666666667,0,2,FALSE
2,0,4,4,27,6,0,3,0.5,0,2,FALSE
3,1,5,2,106,33,3,0,0.8,1,2,FALSE
4,4,6,6,59,6,0,2,0,1,2,FALSE
1,0,3,3,16,3,0,3,0.666666667,0,1,FALSE
3,0,3,3,22,3,0,2,0.666666667,0,1,FALSE
1,1,1,1,11,2,0,1,0,2,1,FALSE
2,0,4,4,22,4,0,3,0.5,0,2,FALSE
0,0,0,0,5,0,9,1,-1,33,0,FALSE
3,3,4,4,28,6,1,3,0.75,17,1,FALSE
2,0,3,3,19,3,0,3,0.666666667,0,3,FALSE
3,0,3,3,19,3,0,3,0.666666667,0,2,FALSE
2,0,4,4,23,4,0,3,0.5,0,2,FALSE
1,0,3,3,15,3,0,2,0.666666667,0,1,FALSE
1,1,3,3,16,3,0,3,0.666666667,1,1,FALSE
1,0,3,3,15,3,0,3,0.666666667,0,1,FALSE
2,0,2,2,13,2,0,2,0,0,0,FALSE
0,0,0,0,5,0,14,2,-1,3,0,FALSE
0,0,2,2,11,2,0,4,-1,0,0,FALSE
2,2,3,3,24,6,0,3,0.666666667,8,1,FALSE
1,1,3,3,18,3,0,3,0.666666667,1,2,FALSE
3,2,5,4,30,5,1,2,0.4,1,2,FALSE
1,0,2,2,12,2,0,1,0,0,0,FALSE
1,0,3,3,19,4,0,1,0,0,0,FALSE
3,0,3,3,47,12,0,1,0,0,2,FALSE
0,0,0,0,5,0,8,0,-1,0,0,FALSE
0,0,1,1,8,1,0,1,-1,0,0,FALSE
5,0,4,4,56,13,0,1,0,0,0,FALSE
2,0,2,2,18,4,0,1,0,0,0,FALSE
1,1,2,2,11,2,0,1,1,0,1,FALSE
0,0,1,1,7,1,0,1,-1,0,0,FALSE
0,0,0,0,5,0,3,0,-1,1,0,FALSE
2,1,3,3,33,8,0,1,0,19,1,FALSE
3,3,1,1,28,5,0,1,0,0,2,FALSE
3,3,1,1,18,2,0,1,0,0,3,FALSE
1,0,1,1,8,1,0,1,0,0,1,FALSE
1,0,1,1,8,1,0,1,0,0,0,FALSE
2,2,1,1,9,1,0,1,0,0,2,FALSE
1,0,3,3,16,3,0,1,0.666666667,0,1,FALSE
1,1,1,1,11,1,0,1,0,1,1,FALSE
3,3,1,1,10,1,0,1,0,0,3,FALSE
4,4,1,1,20,1,0,1,0,0,2,FALSE
3,3,1,1,10,1,0,1,0,0,1,FALSE
3,3,1,1,21,3,0,1,0,0,2,FALSE
2,2,1,1,12,1,0,1,0,0,2,FALSE
4,4,3,3,33,6,0,0,0.666666667,0,3,FALSE
2,2,1,1,13,1,0,1,0,0,2,FALSE
1,1,1,1,15,2,0,1,0,0,1,FALSE
0,0,1,1,9,1,22,0,-1,0,0,FALSE
2,2,1,1,22,2,0,1,0,0,2,FALSE
1,1,1,1,13,2,0,1,0,0,1,FALSE
3,3,1,1,19,3,0,1,0,0,3,FALSE
1,1,1,1,8,1,0,1,0,0,1,FALSE
2,2,1,1,14,2,0,0,0,0,2,FALSE
3,3,1,1,27,4,0,0,0,0,3,FALSE
5,5,2,2,29,5,0,0,0,3,3,FALSE
7,7,1,1,38,10,0,0,0,2,2,FALSE
3,2,3,3,25,4,0,0,0,0,1,FALSE
11,11,2,1,70,13,1,0,0,1,2,FALSE
4,4,1,1,31,4,0,0,0,0,3,FALSE
4,4,1,1,15,2,0,0,0,0,3,FALSE
7,7,1,1,51,8,0,0,0,1,2,FALSE
0,0,2,2,37,3,0,0,-1,0,0,FALSE
5,0,5,4,119,20,0,0,0,0,0,FALSE
4,0,5,5,27,5,0,0,0,3,0,FALSE
4,0,5,5,27,5,0,0,0,0,0,FALSE
0,0,6,6,122,16,0,0,-1,0,0,FALSE
0,0,2,2,30,3,0,0,-1,0,0,FALSE
11,5,9,9,128,15,0,0,0,7,1,FALSE
5,0,5,4,115,20,0,0,0,0,0,FALSE
0,0,4,2,111,15,0,0,-1,0,0,FALSE
16,0,17,8,585,88,0,0,0.117647059,0,7,FALSE
0,0,1,1,5,1,0,1,-1,1,0,FALSE
0,0,1,1,5,1,0,1,-1,0,0,FALSE
1,0,10,10,87,15,0,0,0.8,0,7,FALSE
17,0,65,20,1130,162,0,0,0.107692308,2,12,FALSE
3,0,4,4,38,4,0,0,0,0,0,FALSE
8,0,20,20,232,35,0,0,0.1,2,6,FALSE
0,0,4,4,38,7,0,0,-1,0,6,FALSE
0,0,2,2,26,4,0,0,-1,0,3,FALSE
14,0,69,16,1446,344,0,0,0.057971014,1,11,FALSE
3,3,0,0,18,0,0,0,-1,6,0,FALSE
8,0,14,12,139,24,0,0,0.285714286,0,7,FALSE
1,0,6,2,50,6,0,1,0.333333333,1,0,FALSE
6,1,16,16,121,24,0,0,0.375,0,1,FALSE
4,0,15,9,270,42,0,0,0.466666667,0,12,FALSE
1,0,7,0,58,7,0,0,0,0,0,FALSE
24,20,47,39,716,120,0,0,0.212765957,4,15,FALSE
22,20,4,4,100,4,1,0,0,13,0,FALSE
2,0,5,3,62,15,12,0,0.8,6,0,FALSE
8,0,20,20,232,35,0,0,0.1,1,6,FALSE
1,0,3,0,30,3,0,0,0,0,0,FALSE
1,0,1,1,6,1,0,1,0,1,0,FALSE
1,0,1,1,6,1,0,1,0,0,0,FALSE
3,0,13,8,197,29,0,0,0.538461538,0,13,FALSE
17,0,76,24,1562,255,0,0,0.078947368,4,16,FALSE
8,0,22,22,246,37,0,0,0.090909091,2,6,FALSE
2,0,4,4,75,12,0,0,0.75,0,8,FALSE
0,0,1,1,10,1,0,0,-1,0,2,FALSE
0,0,4,4,29,8,0,0,-1,0,2,FALSE
8,0,11,10,94,16,0,0,0.909090909,0,3,FALSE
4,0,36,5,1060,229,0,0,0.083333333,2,8,FALSE
0,0,1,1,11,1,0,1,-1,0,0,FALSE
41,16,67,48,1363,213,0,0,0.417910448,3,21,FALSE
16,13,13,8,405,85,0,0,0.153846154,1,17,FALSE
1,0,5,1,48,7,5,1,0.4,2,0,FALSE
0,0,1,1,13,1,0,3,-1,2,0,FALSE
0,0,0,0,2,0,0,1,-1,2,0,FALSE
7,0,11,7,186,21,0,0,0,3,3,FALSE
3,0,7,5,169,17,0,1,0.285714286,0,4,FALSE
9,0,23,23,165,25,0,0,0.347826087,4,2,FALSE
4,0,8,8,34,8,0,0,0.5,0,0,FALSE
2,0,3,3,76,9,0,1,1,0,4,FALSE
2,0,4,4,54,7,0,0,0.75,0,4,FALSE
3,1,16,15,252,39,0,0,0.75,6,3,FALSE
12,0,83,71,787,242,0,0,0.036144578,2,26,FALSE
12,0,83,71,787,242,0,0,0.204819277,0,26,FALSE
1,0,5,5,62,11,0,1,0,2,2,FALSE
1,0,5,5,62,11,0,1,0.4,0,2,FALSE
3,0,6,6,51,7,0,1,0,2,2,FALSE
3,0,6,6,51,7,0,1,0.333333333,0,2,FALSE
8,0,10,10,95,17,0,1,0,2,2,FALSE
8,0,10,10,95,17,0,1,0.2,0,2,FALSE
8,0,10,8,151,41,0,0,0,2,4,FALSE
8,0,10,8,151,41,0,0,0,0,4,FALSE
6,0,8,8,70,17,0,0,0,2,6,FALSE
6,0,8,8,70,17,0,0,0.25,0,6,FALSE
4,0,6,6,38,6,0,0,0,2,3,FALSE
4,0,6,6,38,6,0,0,0,0,3,FALSE
7,0,7,7,54,8,0,0,0,2,4,FALSE
7,0,7,7,54,8,0,0,0,0,4,FALSE
3,0,4,4,30,6,0,0,0,2,3,FALSE
3,0,4,4,30,6,0,0,0,0,3,FALSE
4,0,5,5,43,7,0,0,0,2,4,FALSE
4,0,5,5,43,7,0,0,0,0,4,FALSE
4,0,5,5,35,6,6,0,0,0,2,FALSE
4,0,5,5,35,6,0,0,0,0,2,FALSE
1,0,3,2,15,3,4,0,0.666666667,2,0,FALSE
1,0,3,3,33,7,0,1,0,2,2,FALSE
1,0,3,3,33,7,0,1,0,0,2,FALSE
1,0,3,3,15,3,0,0,0,10,0,FALSE
1,0,3,3,15,3,0,0,0.666666667,0,0,FALSE
5,0,9,7,65,14,0,0,0,2,4,FALSE
5,0,9,7,65,14,0,0,0.222222222,0,4,FALSE
1,0,3,3,15,3,0,0,0,2,0,FALSE
0,0,6,5,54,10,0,0,-1,6,2,FALSE
0,0,6,5,54,10,0,0,-1,0,2,FALSE
1,0,3,3,16,3,0,1,0,2,2,FALSE
1,0,3,3,16,3,0,1,0,0,2,FALSE
1,0,3,3,15,3,0,0,0,8,0,FALSE
6,0,14,6,147,16,0,0,0.571428571,0,0,FALSE
6,0,14,6,146,16,0,0,0.571428571,0,0,FALSE
0,0,7,0,32,7,0,0,-1,0,0,FALSE
0,0,3,2,24,3,0,0,-1,0,0,FALSE
2,0,6,6,46,8,0,0,0,0,0,FALSE
2,0,6,6,46,8,0,0,0.333333333,0,0,FALSE
13,0,17,0,92,17,0,0,-1,9,0,FALSE
13,0,17,0,92,17,0,0,-1,0,0,FALSE
0,0,7,0,36,7,9,0,-1,0,0,FALSE
0,0,7,0,36,7,0,0,-1,0,0,FALSE
0,0,63,63,257,63,0,0,-1,28,1,FALSE
0,0,63,63,257,63,0,0,-1,0,1,FALSE
0,0,1,0,3,1,0,1,-1,0,0,FALSE
0,0,2,2,4,2,0,0,-1,0,0,FALSE
0,0,1,0,9,1,0,1,-1,0,0,FALSE
2,0,2,2,16,2,0,0,0,0,0,FALSE
0,0,4,0,12,4,0,0,-1,0,0,FALSE
0,0,1,0,9,1,0,0,-1,0,0,FALSE
0,0,3,0,5,3,6,0,-1,0,0,FALSE
0,0,3,0,5,3,0,0,-1,0,0,FALSE
0,0,7,0,33,7,0,0,-1,2,0,FALSE
0,0,7,0,33,7,0,0,-1,0,0,FALSE
1,0,1,1,26,3,0,0,0,18,1,FALSE
1,0,1,1,26,3,0,0,0,0,1,FALSE
0,0,6,0,30,6,0,0,-1,4,0,FALSE
0,0,6,0,30,6,0,0,-1,0,0,FALSE
0,0,4,0,21,4,0,0,-1,2,0,FALSE
0,0,4,0,21,4,0,0,-1,0,0,FALSE
0,0,5,0,25,5,0,0,-1,2,0,FALSE
0,0,5,0,25,5,0,0,-1,0,0,FALSE
0,0,2,0,13,2,0,0,-1,2,0,FALSE
0,0,3,0,17,3,0,0,-1,2,0,FALSE
0,0,3,0,17,3,0,1,-1,2,0,FALSE
0,0,3,0,17,3,0,1,-1,0,0,FALSE
0,0,3,0,17,3,6,0,-1,0,0,FALSE
0,0,7,0,33,7,0,1,-1,2,0,FALSE
0,0,7,0,33,7,0,1,-1,0,0,FALSE
0,0,1,0,9,1,2,0,-1,0,0,FALSE
0,0,6,0,29,6,0,0,-1,2,0,FALSE
0,0,6,0,29,6,0,0,-1,0,0,FALSE
0,0,1,0,9,1,0,0,-1,10,0,FALSE
0,0,1,0,9,1,0,0,-1,2,0,FALSE
0,0,1,0,9,1,0,0,-1,8,0,FALSE
1,0,5,5,18,5,3,0,0.6,0,0,FALSE
1,0,5,5,18,5,0,0,0.6,0,0,FALSE
3,0,8,8,40,8,0,0,0.5,0,0,FALSE
1,0,3,3,13,3,0,1,0,0,0,FALSE
2,0,17,12,86,23,0,0,0.823529412,0,0,FALSE
0,0,19,18,130,36,0,0,-1,0,0,FALSE
2,0,9,5,53,11,0,0,0,3,3,FALSE
2,0,9,5,53,11,0,0,0.444444444,0,3,FALSE
1,0,0,0,3,0,0,0,-1,3,0,FALSE
1,0,5,5,20,5,0,0,0.6,0,0,FALSE
0,0,3,3,5,3,3,0,-1,0,0,FALSE
7,0,4,3,45,10,0,1,0,3,1,FALSE
7,0,4,3,45,10,0,1,0.5,0,1,FALSE
0,0,2,2,4,2,3,0,-1,0,0,FALSE
1,0,9,9,36,9,0,0,0.777777778,3,0,FALSE
1,0,9,9,36,9,0,0,0.777777778,0,0,FALSE
0,0,2,2,8,2,0,1,-1,3,2,FALSE
0,0,2,2,8,2,0,1,-1,0,2,FALSE
6,0,1,1,33,7,0,0,0,3,0,FALSE
6,0,1,1,33,7,0,0,0,0,0,FALSE
2,0,6,2,46,13,0,0,0.833333333,0,0,FALSE
2,0,5,2,23,7,0,0,0.6,0,0,FALSE
3,0,5,3,26,8,0,0,0.4,0,0,FALSE
1,0,5,2,31,6,0,0,1,0,0,FALSE
6,0,38,37,268,52,0,0,0.184210526,3,2,FALSE
6,0,38,37,268,52,0,0,0.184210526,0,2,FALSE
2,0,5,2,36,9,0,0,0.8,0,0,FALSE
9,0,24,23,144,33,0,0,0.291666667,3,2,FALSE
9,0,24,23,144,33,0,0,0.291666667,0,2,FALSE
4,0,9,8,41,9,0,0,0.555555556,0,2,FALSE
1,0,4,1,18,6,0,0,0.5,0,0,FALSE
2,0,6,2,76,16,0,0,0.833333333,0,0,FALSE
13,0,33,12,182,57,0,0,0.696969697,0,2,FALSE
1,0,5,3,28,7,0,0,0.8,0,0,FALSE
3,0,6,5,25,6,0,0,0.5,0,0,FALSE
12,0,9,5,106,22,0,0,0.333333333,12,1,FALSE
12,0,9,5,106,22,0,0,1,0,1,FALSE
27,0,34,31,362,60,0,0,0.088235294,29,5,FALSE
5,0,2,0,48,5,0,0,0,0,1,FALSE
2,0,2,2,16,3,0,0,0,0,0,FALSE
0,0,7,7,36,7,0,0,-1,0,0,FALSE
38,0,41,39,189,47,0,0,0.975609756,0,2,FALSE
0,0,1,1,6,1,0,0,-1,0,0,FALSE
0,0,2,2,13,2,0,0,-1,0,0,FALSE
5,0,14,13,107,17,0,0,0.142857143,0,4,FALSE
4,0,9,0,52,9,0,0,-1,0,0,FALSE
29,28,5,5,82,6,0,0,0,6,1,FALSE
4,0,17,8,299,56,0,0,0.352941176,0,10,FALSE
1,0,5,5,20,5,0,0,0.4,0,0,FALSE
1,0,5,5,21,5,0,0,0,0,0,FALSE
1,0,10,10,40,10,0,0,0,0,0,FALSE
2,2,10,10,54,10,0,0,-1,0,0,FALSE
2,0,6,3,26,6,0,0,0.5,0,0,FALSE
0,0,10,8,163,28,0,0,-1,0,3,FALSE
7,0,20,13,208,51,0,0,0.65,0,5,FALSE
33,0,4,2,155,35,0,0,0.75,0,0,FALSE
2,0,14,8,103,28,0,0,0.5,0,1,FALSE
18,6,27,25,130,30,0,0,0.333333333,4,1,FALSE
10,6,4,2,27,4,0,0,0.5,0,0,FALSE
8,4,3,1,22,3,0,0,0.666666667,0,0,FALSE
1,0,5,5,23,5,0,0,0.6,0,0,FALSE
1,0,3,3,17,3,0,0,0,0,0,FALSE
2,0,6,6,25,6,0,0,0.333333333,0,1,FALSE
1,0,2,2,19,2,0,0,1,0,0,FALSE
8,4,11,9,47,11,0,0,-1,4,0,FALSE
0,0,2,1,35,8,0,0,-1,0,3,FALSE
4,0,11,9,65,19,0,0,0.363636364,0,1,FALSE
7,1,15,14,145,30,0,0,0.266666667,0,3,FALSE
1,0,7,4,65,15,0,0,0.857142857,0,2,FALSE
36,17,39,31,172,39,0,0,0.128205128,11,2,FALSE
7,4,3,1,18,3,0,0,0.666666667,0,0,FALSE
6,3,3,1,17,3,0,0,0.666666667,0,0,FALSE
6,3,3,1,17,3,0,0,0.666666667,1,0,FALSE
9,6,3,1,20,3,0,0,0.666666667,0,0,FALSE
0,0,8,8,38,8,0,0,-1,0,0,FALSE
3,0,3,3,30,6,0,0,0,0,0,FALSE
3,0,15,5,201,56,0,0,0.866666667,0,0,FALSE
4,1,13,12,111,23,0,0,0.538461538,0,3,FALSE
1,0,21,21,103,38,0,0,0,0,1,FALSE
10,0,8,3,89,10,0,0,0.25,0,1,FALSE
10,0,8,3,91,14,0,0,0.25,0,1,FALSE
11,0,8,3,97,12,0,0,0.25,0,1,FALSE
9,0,7,3,71,9,0,0,0.285714286,0,1,FALSE
6,0,11,10,96,14,0,0,0.272727273,0,2,FALSE
0,0,1,1,12,2,0,0,-1,0,1,FALSE
0,0,2,2,15,3,0,0,-1,0,1,FALSE
1,0,4,3,15,4,0,0,0.75,0,0,FALSE
7,7,0,0,9,0,0,0,-1,9,0,FALSE
25,0,24,17,254,44,0,0,0.291666667,0,6,FALSE
1,0,1,1,9,1,0,0,0,0,2,FALSE
1,0,2,2,10,2,0,0,0,0,2,FALSE
1,0,6,6,28,6,0,0,1,0,4,FALSE
5,0,6,6,70,17,0,0,0,0,4,FALSE
23,0,32,14,235,40,0,0,0.75,0,3,FALSE
1,0,2,2,13,3,0,0,1,0,0,FALSE
7,0,3,3,37,3,0,0,0.666666667,0,2,FALSE
9,0,9,5,87,12,0,0,0.666666667,0,3,FALSE
3,0,12,11,69,17,0,0,0.75,0,2,FALSE
11,0,12,10,90,12,0,0,0.25,0,0,FALSE
1,0,1,1,51,9,0,0,0,0,3,FALSE
3,1,6,6,48,6,0,0,0,0,1,FALSE
13,0,4,2,72,5,0,0,0.75,0,0,FALSE
4,0,6,5,53,9,0,0,0.333333333,0,2,FALSE
3,0,2,1,25,2,0,0,0,0,2,FALSE
32,0,13,7,197,15,0,0,0.615384615,0,3,FALSE
18,0,1,1,28,1,0,0,0,0,0,FALSE
27,1,16,8,201,20,0,0,0.5625,0,5,FALSE
3,1,5,4,29,5,0,0,0.8,1,2,FALSE
5,0,12,8,131,27,0,0,0.25,0,6,FALSE
1,0,2,2,10,2,0,0,1,0,0,FALSE
8,0,10,7,76,16,0,0,0.3,0,2,FALSE
2,0,8,8,29,9,0,0,0.875,0,2,FALSE
5,0,12,12,85,18,0,0,0.416666667,0,0,FALSE
0,0,4,1,17,4,0,0,-1,0,0,FALSE
1,0,1,1,52,12,0,0,0,0,5,FALSE
20,2,15,9,189,28,0,0,0.533333333,0,4,FALSE
3,2,3,3,16,3,0,0,0,0,0,FALSE
3,0,3,2,37,6,0,0,0.666666667,0,0,FALSE
1,0,1,1,41,8,0,0,0,0,3,FALSE
24,0,6,3,110,7,0,0,0.833333333,0,2,FALSE
1,0,2,2,16,2,0,0,1,0,0,FALSE
1,0,10,9,32,12,0,0,0.9,0,0,FALSE
3,1,5,3,123,18,0,0,0.6,1,2,FALSE
11,1,23,15,674,146,0,0,0.391304348,1,12,FALSE
1,1,1,0,10,1,0,0,0,0,0,FALSE
6,0,7,4,416,99,0,0,0.285714286,0,6,FALSE
11,0,47,28,299,78,0,0,0.255319149,5,5,FALSE
0,0,0,0,5,0,0,1,-1,0,0,FALSE
14,14,3,2,28,3,0,0,1,3,1,FALSE
0,0,1,1,5,1,0,1,-1,0,1,FALSE
0,0,1,1,9,1,0,1,-1,0,1,FALSE
0,0,13,13,18,13,0,1,-1,0,0,FALSE
2,0,3,3,17,3,0,1,0,0,0,FALSE
22,0,17,14,223,43,0,0,0.294117647,0,3,FALSE
30,2,25,15,470,110,0,0,0.28,0,5,FALSE
5,0,54,12,1093,286,0,0,0.074074074,0,6,FALSE
1,0,14,14,40,15,0,1,0.857142857,0,0,FALSE
2,0,7,7,40,9,0,0,0.428571429,0,1,FALSE
1,0,4,3,66,15,0,0,0.5,0,1,FALSE
1,0,4,3,49,10,0,0,0.5,0,0,FALSE
1,0,4,3,64,15,0,0,0.5,0,0,FALSE
14,0,16,13,142,36,0,0,0.3125,0,3,FALSE
3,0,11,7,160,43,0,0,0.545454545,0,3,FALSE
6,3,18,12,155,50,0,0,0.611111111,1,2,FALSE
2,2,1,1,8,1,0,0,0,0,0,FALSE
1,0,5,5,44,13,0,1,0.8,0,0,FALSE
11,5,18,9,269,59,0,0,0.388888889,1,14,FALSE
0,0,3,1,26,6,0,0,-1,0,2,FALSE
4,0,3,1,45,7,0,0,0,0,3,FALSE
16,13,65,32,856,161,0,0,0.276923077,0,17,FALSE
1,1,30,29,210,50,0,0,0.966666667,14,9,FALSE
1,0,6,4,42,14,0,0,0.666666667,0,2,FALSE
1,1,10,8,107,24,0,0,0.5,0,4,FALSE
1,0,3,3,12,3,0,1,0,0,1,FALSE
1,0,4,3,32,8,0,0,0.75,0,4,FALSE
3,2,5,3,58,10,0,0,0.4,0,8,FALSE
5,0,6,5,57,13,0,0,0.5,0,1,FALSE
0,0,2,2,14,2,0,0,-1,0,1,FALSE
4,0,11,5,202,46,0,0,0.727272727,0,12,FALSE
10,1,24,15,298,70,0,0,0.208333333,0,8,FALSE
2,1,17,8,261,52,0,0,0.882352941,0,13,FALSE
5,0,12,10,93,21,0,0,0.583333333,0,2,FALSE
0,0,13,9,215,69,0,0,-1,0,11,FALSE
0,0,3,3,19,3,0,0,-1,0,2,FALSE
0,0,5,4,21,5,0,0,-1,0,1,FALSE
0,0,5,5,25,10,0,1,-1,0,1,FALSE
8,2,19,13,181,46,0,0,0.526315789,1,9,FALSE
3,0,8,8,63,16,0,0,0,0,2,FALSE
1,1,3,2,95,18,0,0,1,0,3,FALSE
13,0,12,4,118,24,0,0,0.5,0,1,FALSE
4,4,11,11,57,11,0,0,0.727272727,0,0,FALSE
3,0,10,8,109,16,0,0,0.2,0,3,FALSE
4,0,4,3,80,16,0,0,0,0,3,FALSE
15,0,13,4,145,28,0,0,0.461538462,0,4,FALSE
35,1,27,12,544,127,0,0,0.259259259,0,7,FALSE
16,0,3,2,85,18,0,0,0,0,2,FALSE
1,1,1,1,7,1,0,0,0,0,0,FALSE
6,1,29,6,794,191,0,0,0.448275862,0,10,FALSE
9,9,6,6,31,6,0,0,1,1,0,FALSE
0,0,1,0,5,1,0,0,-1,0,0,FALSE
17,4,62,55,788,177,0,0,0.629032258,14,22,FALSE
6,0,12,9,276,68,0,0,0.25,0,6,FALSE
11,0,17,15,144,35,0,0,0.235294118,0,5,FALSE
11,0,14,14,122,30,0,0,0.214285714,0,3,FALSE
23,4,49,34,743,176,0,0,0.183673469,0,16,FALSE
4,1,16,9,191,48,0,0,0.375,1,6,FALSE
3,0,11,10,62,12,0,0,0.545454545,0,2,FALSE
3,3,6,6,32,7,0,0,0.5,0,2,FALSE
4,4,6,6,59,17,0,0,0.5,0,1,FALSE
3,1,12,8,165,47,0,0,0.333333333,1,3,FALSE
2,1,3,3,24,5,0,1,0,0,0,FALSE
4,2,9,9,95,24,0,0,0.444444444,0,2,FALSE
3,0,8,7,67,18,0,0,0.5,0,0,FALSE
0,0,3,3,19,3,0,1,-1,0,1,FALSE
3,3,6,6,35,8,0,0,0.5,0,2,FALSE
2,0,7,6,80,20,0,0,0,0,6,FALSE
2,0,1,1,11,1,0,0,0,0,0,FALSE
0,0,34,34,120,35,0,0,-1,0,1,FALSE
4,1,45,42,431,144,0,0,0.533333333,0,10,FALSE
2,0,17,17,61,18,0,0,0,0,0,FALSE
0,0,7,7,20,7,0,0,-1,0,0,FALSE
0,0,2,2,15,3,0,0,-1,0,0,FALSE
30,6,103,101,521,137,0,0,0.126213592,4,2,FALSE
2,2,3,3,18,4,0,0,0,0,0,FALSE
22,4,60,36,1008,219,0,0,0.216666667,2,16,FALSE
0,0,1,1,19,3,0,0,-1,0,1,FALSE
0,0,5,5,27,6,0,0,-1,0,0,FALSE
52,52,6,5,259,51,0,0,0.5,3,3,FALSE
48,7,89,52,1373,311,0,0,0.202247191,0,10,FALSE
3,0,11,9,65,16,0,0,0.181818182,0,0,FALSE
1,0,1,0,7,1,0,0,0,0,0,FALSE
2,2,3,3,34,8,0,0,0.666666667,0,2,FALSE
0,0,9,3,389,84,0,0,-1,0,5,FALSE
9,0,36,16,786,163,0,0,0.277777778,0,7,FALSE
9,0,17,11,139,21,0,0,0.647058824,0,6,FALSE
1,0,5,5,30,6,0,0,0.8,0,3,FALSE
1,0,2,2,18,2,0,0,0,0,2,FALSE
13,0,0,0,18,0,0,0,-1,0,0,FALSE
3,0,10,10,68,14,0,0,0.4,0,2,FALSE
2,0,4,4,22,5,0,0,0,0,1,FALSE
3,0,10,9,66,19,0,0,0.2,0,1,FALSE
1,0,2,2,12,3,0,0,0,0,0,FALSE
2,0,9,3,134,23,0,0,0.888888889,0,1,FALSE
1,0,6,1,89,16,0,0,0.833333333,0,0,FALSE
3,2,7,7,99,23,0,0,0,3,0,FALSE
0,0,7,7,22,7,0,0,-1,0,0,FALSE
5,0,8,6,80,17,0,0,0,0,2,FALSE
1,0,6,6,26,6,0,0,0.333333333,0,0,FALSE
5,1,17,14,127,32,0,0,0.117647059,10,2,FALSE
5,1,17,14,127,32,0,0,0.117647059,0,2,FALSE
2,0,8,8,50,13,0,0,0.25,0,1,FALSE
